Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1994","1994","°C","1.766","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1995","1995","°C","0.645","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1996","1996","°C","-0.325","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1997","1997","°C","-0.13","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1998","1998","°C","1.099","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","1999","1999","°C","0.62","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2000","2000","°C","1.753","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.41","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2002","2002","°C","1.442","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2003","2003","°C","0.732","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.572","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2005","2005","°C","0.258","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2006","2006","°C","0.722","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2007","2007","°C","2.165","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2008","2008","°C","1.52","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.637","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.83","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2011","2011","°C","0.915","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.751","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2013","2013","°C","1.18","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2014","2014","°C","2.232","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2015","2015","°C","2.092","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.923","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.373","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.565","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.393","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.034","E","Estimated value"
"ET","Temperature change","348","Hungary","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.482","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1961","1961","°C","0.262","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1962","1962","°C","-0.69","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1963","1963","°C","-0.776","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1964","1964","°C","0.154","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.558","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1966","1966","°C","-0.037","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1967","1967","°C","-0.013","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1968","1968","°C","0.06","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1969","1969","°C","-0.282","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1970","1970","°C","0.045","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1971","1971","°C","0.328","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1972","1972","°C","-0.282","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1973","1973","°C","0.347","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1974","1974","°C","-0.226","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1975","1975","°C","0.693","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1976","1976","°C","0.546","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1977","1977","°C","-0.297","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1978","1978","°C","0.239","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1979","1979","°C","-0.705","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1980","1980","°C","-0.076","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1981","1981","°C","0.355","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1982","1982","°C","0.133","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1983","1983","°C","0.384","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1984","1984","°C","0.318","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1985","1985","°C","-0.454","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1986","1986","°C","-0.741","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1987","1987","°C","-0.161","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1988","1988","°C","0.231","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1989","1989","°C","1.028","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1990","1990","°C","0.803","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1991","1991","°C","0.179","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1992","1992","°C","0.429","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.047","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1994","1994","°C","0.265","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1995","1995","°C","1.179","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1996","1996","°C","-0.024","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1997","1997","°C","0.96","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1998","1998","°C","0.92","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","1999","1999","°C","1.054","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2000","2000","°C","0.548","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2001","2001","°C","0.529","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2002","2002","°C","0.809","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2003","2003","°C","1.006","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.878","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2005","2005","°C","1.162","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2006","2006","°C","1.157","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2007","2007","°C","1.355","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2008","2008","°C","0.858","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2009","2009","°C","0.824","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2010","2010","°C","-0.086","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2011","2011","°C","0.576","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2012","2012","°C","0.715","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.584","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2014","2014","°C","1.424","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2015","2015","°C","0.51","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.098","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.318","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.834","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.248","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.117","E","Estimated value"
"ET","Temperature change","372","Ireland","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.057","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1961","1961","°C","0.809","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1962","1962","°C","0.036","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1963","1963","°C","-0.356","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1964","1964","°C","0.142","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.425","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1966","1966","°C","0.311","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1967","1967","°C","0.303","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1968","1968","°C","0.016","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1969","1969","°C","-0.104","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1970","1970","°C","-0.155","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1971","1971","°C","-0.154","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1972","1972","°C","-0.139","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1973","1973","°C","0.033","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1974","1974","°C","-0.123","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1975","1975","°C","0.061","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1976","1976","°C","-0.332","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1977","1977","°C","0.276","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1978","1978","°C","-0.545","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1979","1979","°C","0.01","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1980","1980","°C","-0.435","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1981","1981","°C","-0.291","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1982","1982","°C","0.502","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1983","1983","°C","0.377","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1984","1984","°C","-0.468","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1985","1985","°C","0.115","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1986","1986","°C","0.439","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1987","1987","°C","0.183","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1988","1988","°C","0.824","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1989","1989","°C","0.398","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1990","1990","°C","1.112","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1991","1991","°C","0.002","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1992","1992","°C","0.512","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.498","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1994","1994","°C","1.495","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1995","1995","°C","0.395","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1996","1996","°C","0.211","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1997","1997","°C","0.907","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1998","1998","°C","0.939","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","1999","1999","°C","0.889","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2000","2000","°C","1.217","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.503","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2002","2002","°C","0.884","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2003","2003","°C","1.497","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.718","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2005","2005","°C","0.528","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2006","2006","°C","0.808","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2007","2007","°C","1.519","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2008","2008","°C","1.089","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.182","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.696","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2011","2011","°C","1.2","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.486","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.946","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2014","2014","°C","1.573","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2015","2015","°C","1.647","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.649","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.559","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.792","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.639","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.825","E","Estimated value"
"ET","Temperature change","380","Italy","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.478","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","1992","1992","°C","1.567","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.375","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","1994","1994","°C","0.668","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","1995","1995","°C","1.603","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","1996","1996","°C","-0.434","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","1997","1997","°C","0.746","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","1998","1998","°C","0.637","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","1999","1999","°C","1.538","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2000","2000","°C","1.997","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.806","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2002","2002","°C","1.705","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2003","2003","°C","0.227","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.996","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2005","2005","°C","1.329","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2006","2006","°C","1.058","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2007","2007","°C","2.175","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2008","2008","°C","2.375","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.499","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.665","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2011","2011","°C","1.118","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.369","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2013","2013","°C","1.046","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2014","2014","°C","2.284","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2015","2015","°C","2.126","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.905","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.469","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.324","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.428","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","3.513","E","Estimated value"
"ET","Temperature change","428","Latvia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.938","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","1992","1992","°C","1.482","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","1993","1993","°C","0.295","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","1994","1994","°C","0.943","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","1995","1995","°C","1.511","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","1996","1996","°C","-0.522","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","1997","1997","°C","0.519","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","1998","1998","°C","0.738","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","1999","1999","°C","1.484","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2000","2000","°C","2.019","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.798","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2002","2002","°C","1.908","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2003","2003","°C","0.173","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.869","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2005","2005","°C","1.195","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2006","2006","°C","0.91","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2007","2007","°C","2.182","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2008","2008","°C","2.21","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.385","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.723","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2011","2011","°C","0.914","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.323","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.926","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2014","2014","°C","2.196","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2015","2015","°C","2.063","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.913","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.511","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.395","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.601","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2020","2020","°C","3.394","E","Estimated value"
"ET","Temperature change","440","Lithuania","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.737","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2000","2000","°C","1.636","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2001","2001","°C","1.412","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2002","2002","°C","1.369","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2003","2003","°C","1.67","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2004","2004","°C","0.994","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2005","2005","°C","1.112","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2006","2006","°C","1.338","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2007","2007","°C","1.923","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2008","2008","°C","1.262","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2009","2009","°C","1.168","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2010","2010","°C","0.303","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2011","2011","°C","1.321","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2012","2012","°C","1.244","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2013","2013","°C","0.553","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2014","2014","°C","2.452","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2015","2015","°C","1.498","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2016","2016","°C","1.849","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2017","2017","°C","1.622","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.447","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2019","2019","°C","2.143","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.62","E","Estimated value"
"ET","Temperature change","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.137","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1961","1961","°C","0.544","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1962","1962","°C","0.376","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1963","1963","°C","-0.166","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1964","1964","°C","0.299","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1965","1965","°C","-0.208","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1966","1966","°C","0.146","E","Estimated value"
"ET","Temperature change","470","Malta","7271","Temperature change","7020","Meteorological year","1967","1967","°C","0.141","E","Estimated value"
